SQL,cardinality
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 70907;",6747781
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 38107 AND kind_id < 8;",23
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 196634;",7370637
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 84861 AND kind_id >= 2;",218514
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 6107;",4045410
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 159243;",7287530
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND keyword_id = 206135;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 4 AND keyword_id > 162103;",4065
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 40955;",7419910
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 6 AND keyword_id >= 20072;",1444597
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 104980;",390727
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 185559;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 1 AND keyword_id != 93567;",4114290
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 6 AND keyword_id != 163102;",140812
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 6 AND keyword_id >= 210859;",29508
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 215076 AND kind_id = 3;",1500
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 185615 AND kind_id != 2;",7039982
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 70472;",7419909
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 171693 AND kind_id != 4;",6543313
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 135057;",7164343
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 4115;",745
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 4220 AND kind_id >= 1;",2925087
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 43536;",1102263
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 9679 AND kind_id < 4;",2777750
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 7 AND keyword_id < 76896;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 2 AND keyword_id > 25539;",795633
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND keyword_id >= 92490;",123806
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 74722 AND kind_id >= 2;",278613
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 219061 AND kind_id < 6;",5690466
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND keyword_id = 18431;",31
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 3 AND keyword_id < 132348;",373547
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 45373;",12
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 4 AND keyword_id != 176247;",876602
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 186003 AND kind_id <= 4;",5625435
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 7 AND keyword_id <= 178497;",7339037
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 227283;",7409932
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND keyword_id >= 115191;",274037
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 135981;",7167422
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 96166 AND kind_id >= 7;",10
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 99452;",6993736
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 78837 AND kind_id > 1;",3046902
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND keyword_id >= 6699;",1663283
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 37063;",205
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 196931 AND kind_id >= 1;",48816
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 2 AND keyword_id < 33835;",3665075
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 3 AND keyword_id >= 102840;",18678
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 7 AND keyword_id < 62030;",5261441
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 47562 AND kind_id >= 1;",1026131
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND keyword_id < 150018;",1722661
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 235017 AND kind_id < 2;",4112848
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 40128 AND kind_id <= 8;",1198131
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 58752 AND kind_id >= 2;",2913661
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 32053;",1442059
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 41120;",1160364
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 8 AND keyword_id != 200899;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 212857 AND kind_id >= 2;",4169
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 124889 AND kind_id >= 1;",7122679
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 210172;",30408
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 144782 AND kind_id > 4;",12948
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 209774;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 234052 AND kind_id <= 4;",2626
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 75089;",6786160
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND keyword_id >= 150570;",165771
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 3 AND keyword_id <= 95699;",4515478
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 173709;",7328529
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 154762 AND kind_id < 2;",124435
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 125579 AND kind_id < 4;",4813865
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 214337;",2
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 3 AND keyword_id < 183423;",4366654
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND keyword_id <= 139048;",7179334
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 137064 AND kind_id >= 2;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 26091 AND kind_id != 8;",18
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 2 AND keyword_id > 92007;",292324
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 101014 AND kind_id >= 7;",82808
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 29050 AND kind_id > 4;",1729447
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 99900;",4
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND keyword_id < 14288;",4858200
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 2 AND keyword_id >= 208670;",27177
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 97425;",6980377
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 26274;",79
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 71980 AND kind_id != 1;",3015537
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 30843;",3
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND keyword_id = 26172;",18
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 42347 AND kind_id != 1;",9
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND keyword_id = 77526;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 8 AND keyword_id <= 234304;",7417501
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND keyword_id <= 216236;",6522051
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 6 AND keyword_id >= 51972;",26309
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 196836;",7370944
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 211304;",7390966
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 40629 AND kind_id <= 1;",3490486
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 80633;",570653
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 220531 AND kind_id <= 1;",14844
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 6 AND keyword_id < 160945;",5568517
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 208060;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 40166;",39
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 43910;",7419897
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 186810;",2
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 66643 AND kind_id >= 1;",6676561
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 86034 AND kind_id < 4;",340033
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 4 AND keyword_id >= 178303;",73464
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 1 AND keyword_id >= 206532;",29568
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 4 AND keyword_id < 111463;",1650442
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND keyword_id > 218141;",19853
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 6 AND keyword_id >= 144263;",204913
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 4 AND keyword_id != 8261;",876602
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 164291;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 82471 AND kind_id = 1;",322544
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 4 AND keyword_id > 195724;",3230
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 114241;",7419911
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 84709 AND kind_id <= 7;",6888836
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 115336;",7419902
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 189923;",60041
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 91225 AND kind_id >= 6;",126754
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 130734 AND kind_id > 6;",1561738
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 83636;",539929
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND keyword_id >= 48438;",690001
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 158648;",7419915
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 149308 AND kind_id <= 4;",2
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 100709 AND kind_id >= 7;",1504441
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 6 AND keyword_id >= 67931;",519232
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 3 AND keyword_id > 209638;",26173
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 174815;",89057
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 3 AND keyword_id >= 121045;",302903
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 29649;",1578758
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 192055;",7419915
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 4 AND keyword_id > 153455;",138767
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 17962 AND kind_id >= 2;",2275698
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 53675;",7419912
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND keyword_id <= 18473;",5195586
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 69863 AND kind_id <= 4;",5206500
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id = 226465 AND kind_id != 6;",2
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 98058 AND kind_id != 7;",5490824
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 121592 AND kind_id > 7;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 63959 AND kind_id > 3;",2606046
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 3 AND keyword_id <= 208351;",7002018
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND keyword_id > 45341;",756621
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 10956;",3028890
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND keyword_id <= 157837;",1724569
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 224399 AND kind_id <= 4;",12906
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 215964;",23119
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 227575;",9678
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 126343;",291009
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 2 AND keyword_id >= 173405;",14818
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND keyword_id > 102775;",325093
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 216262 AND kind_id >= 4;",2603969
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND keyword_id >= 196006;",7857
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 201681 AND kind_id = 4;",873759
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 7 AND keyword_id <= 215387;",1588637
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id <= 1 AND keyword_id <= 160581;",4008035
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 56320;",7419903
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 7 AND keyword_id != 193621;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND keyword_id < 96531;",2822022
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 42111;",6288408
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND keyword_id < 170539;",6451062
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id = 8 AND keyword_id < 73242;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 2 AND keyword_id <= 106727;",3163677
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id > 1 AND keyword_id <= 6339;",1476332
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 2 AND keyword_id < 22394;",5230450
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 8 AND keyword_id < 118621;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 122827;",309864
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 152177 AND kind_id < 6;",5533232
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 223117 AND kind_id = 3;",386304
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND keyword_id = 116316;",1
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 134844;",7163729
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 90910;",6934849
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id < 55290;",6535758
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND keyword_id < 21263;",4761874
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND keyword_id <= 204536;",2987051
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 128629 AND kind_id != 4;",258374
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 224474;",7419915
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id >= 186828 AND kind_id < 8;",65371
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id != 1873;",7419887
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id > 142118;",225356
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND keyword_id >= 88918;",501230
